Proses ID,Proses Tipi,Proses Addımı,Emal Həcmi (ton),Temperatur (°C),Təzyiq (bar),Prosesin Müddəti (saat),İstifadə Edilən Katalizatorlar,Emalın Səmərəliliyi (%),Enerji İstifadəsi (kWh),Ətraf Mühitə Təsir (g CO2 ekvivalent),Təhlükəsizlik Hadisələri,Emal Məhsulları,Əməliyyat Xərcləri (AZN),İstifadə Edilən Avadanlıq,İşçi Sayı,Prosesin Başlama Tarixi,Prosesin Bitmə Tarixi,Təchizatçı Adı,Proses Qrupları,Energy_per_ton,CO2_per_ton,Cost_per_ton
97,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-07,2025-02-08,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
98,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-09,2025-02-10,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
99,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-11,2025-02-12,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
100,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-13,2025-02-14,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
101,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-06,2025-01-07,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
102,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-08,2025-01-09,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
103,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-10,2025-01-11,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
104,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-12,2025-01-13,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
105,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-14,2025-01-15,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
106,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-16,2025-01-17,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
107,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-18,2025-01-19,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
108,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-20,2025-01-21,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
109,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-22,2025-01-23,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
110,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-24,2025-01-25,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
111,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-26,2025-01-27,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
112,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-28,2025-01-29,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
113,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-01-30,2025-01-31,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
114,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-01,2025-02-02,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
115,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-03,2025-02-04,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
116,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-06,2025-02-07,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
117,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-08,2025-02-09,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
118,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-10,2025-02-11,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
119,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-12,2025-02-13,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
120,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-14,2025-02-15,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
121,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-07,2025-01-08,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
122,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-09,2025-01-10,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
123,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-11,2025-01-12,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
124,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2022-01-13,2021-01-14,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
125,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-15,2025-01-16,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
126,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-17,2025-01-18,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
127,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-19,2025-01-20,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
128,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-21,2025-01-22,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
129,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-23,2025-01-24,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
130,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-25,2025-01-26,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
131,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-27,2025-01-28,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
132,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-29,2025-01-30,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
133,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-01-31,2025-02-01,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
134,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-02,2025-02-03,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
135,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-04,2025-02-05,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
136,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-07,2025-02-08,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
137,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-09,2025-02-10,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
138,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-11,2025-02-12,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
139,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-13,2025-02-14,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
140,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-15,2025-02-16,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
141,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-08,2025-01-09,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
142,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-10,2025-01-11,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
143,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-12,2025-01-13,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
144,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-14,2025-01-15,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
145,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-16,2025-01-17,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
146,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-18,2025-01-19,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
147,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-20,2025-01-21,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
148,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-22,2025-01-23,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
149,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-24,2025-01-25,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
150,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,44,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-26,2025-01-27,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
151,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-28,2025-01-29,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
152,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-30,2025-01-31,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
153,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-01,2025-02-02,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
154,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-03,2025-02-04,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
155,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-05,2025-02-06,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
156,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-08,2025-02-09,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
157,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-10,2025-02-11,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
158,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-12,2025-02-13,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
159,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-14,2025-02-15,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
160,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-16,2025-02-17,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
161,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-09,2025-01-10,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
162,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-11,2025-01-12,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
163,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-13,2025-01-14,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
164,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-15,2025-01-16,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
165,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-17,2025-01-18,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
166,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-19,2025-01-20,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
167,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-21,2025-01-22,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
168,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-23,2025-01-24,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
169,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-25,2025-01-26,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
170,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-27,2025-01-28,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
171,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-29,2025-01-30,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
172,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-01-31,2025-02-01,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
173,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-02-02,2025-02-03,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
174,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-02-04,2025-02-05,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
175,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-02-06,2025-02-07,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
176,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-02-09,2025-02-10,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
177,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-02-11,2025-02-12,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
178,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-02-13,2025-02-14,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
179,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-02-15,2025-02-16,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
180,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-02-17,2025-02-18,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
181,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-01-10,2025-01-11,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
182,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-01-12,2025-01-13,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
183,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-01-14,2025-01-15,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
184,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-01-16,2025-01-17,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
185,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-01-18,2025-01-19,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
186,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-01-20,2025-01-21,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
187,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-01-22,2025-01-23,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
188,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-01-24,2025-01-25,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
189,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-01-26,2025-01-27,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
190,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-01-28,2025-01-29,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
191,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-01-30,2025-01-31,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
